report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,dnn_relevancy_score,match
531,java/org/apache/catalina/ant/BaseRedirectorHelperTask.java,0.4980411921527355,0.06360120575671212,0.0,0.06666666666666667,0.037037037037037035,0.9561372559565561,1
532,java/org/apache/naming/java/javaURLContextFactory.java,0.035969174010795864,0.0,0.0,0.0,0.0,0.8411846891102822,1
534,java/org/apache/naming/factory/DataSourceLinkFactory.java,0.5935581002658943,0.0,0.0,0.0,0.0,0.97761896551907,1
535,java/org/apache/naming/resources/ProxyDirContext.java,0.15283517742179048,0.15976420924144438,0.0,0.06666666666666667,0.037037037037037035,0.8019711705710193,1
536,java/org/apache/coyote/http11/Http11AprProcessor.java,0.6585984762345783,0.10025950960692026,0.0,0.3333333333333333,0.14814814814814814,1.0,1
537,java/org/apache/catalina/ha/session/DeltaManager.java,0.9999999999999998,0.4026852608071392,0.0,0.125,0.3333333333333333,1.0,1
538,java/org/apache/catalina/filters/RemoteIpFilter.java,0.8788828214361898,0.4192721640300531,0.0,0.14285714285714285,0.14814814814814814,0.9339268887989943,1
538,java/org/apache/catalina/valves/RemoteIpValve.java,0.9999999999999998,0.39115468705176715,0.0,0.14285714285714285,0.18518518518518517,0.9999999999999999,1
538,test/org/apache/catalina/filters/TestRemoteIpFilter.java,0.6103937761297678,0.2357703398303297,0.0,0.1,0.037037037037037035,0.9004432947625769,1
538,test/org/apache/catalina/valves/TestRemoteIpValve.java,0.8122102755486089,0.25132166745565715,0.0,0.09090909090909091,0.037037037037037035,0.9135540728142599,1
539,java/org/apache/tomcat/util/net/NioEndpoint.java,0.9999999999999998,0.0726891773740503,0.0,0.5,0.2962962962962963,1.0,1
540,java/org/apache/catalina/realm/JNDIRealm.java,0.9999999999999998,0.19791199557449332,0.29032258064516125,0.1,0.37037037037037035,0.9744985116714278,1
541,java/org/apache/el/lang/ELArithmetic.java,0.9999999999999997,0.13396630383599342,0.0,0.02631578947368421,0.037037037037037035,0.8881853889122215,1
541,test/org/apache/el/lang/TestELArithmetic.java,0.6943468765893135,0.0,0.0,0.0,0.0,0.6416996725887082,1
543,java/org/apache/catalina/ha/tcp/SimpleTcpCluster.java,0.9999999999999996,0.012377520074762356,0.0,0.3333333333333333,0.14814814814814814,0.9707912163597037,1
544,java/org/apache/jasper/compiler/Generator.java,0.5747387424503306,0.0,0.0,0.0,0.0,0.9763792302344838,1
545,java/org/apache/catalina/startup/Catalina.java,0.6605482307431177,0.0,0.0,0.0,0.0,0.9271245672735775,1
545,java/org/apache/tomcat/util/digester/Digester.java,0.6457769085973798,0.0,0.0,0.0,0.0,0.9778316295145294,1
545,java/org/apache/tomcat/util/digester/ObjectCreateRule.java,0.9333684126296599,0.0,0.0,0.0,0.0,0.9947829668919458,1
546,java/org/apache/catalina/authenticator/AuthenticatorBase.java,0.9999999999999998,0.0,0.0,0.0,0.0,0.9994488814162945,1
547,java/org/apache/catalina/ha/deploy/FileMessageFactory.java,0.9999999999999997,0.023575263849195234,0.0,0.16666666666666666,0.1111111111111111,0.9464217143394862,1
547,java/org/apache/coyote/ajp/AjpMessage.java,0.7885773310770249,0.07415645207980075,0.0,0.16666666666666666,0.07407407407407407,0.9601215593880036,1
