report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,dnn_relevancy_score,match
319,java/org/apache/catalina/realm/RealmBase.java,0.6555511219225825,0.09504931569578783,0.0,0.125,0.21621621621621623,0.9413446072602035,1
319,java/org/apache/catalina/realm/X509SubjectDnRetriever.java,0.7659213547107356,0.0,0.0,0.0,0.0,0.7451830223279713,1
319,java/org/apache/catalina/realm/X509UsernameRetriever.java,0.9997598533388822,0.0,0.0,0.0,0.0,0.916497247397739,1
320,java/org/apache/catalina/loader/WebappClassLoader.java,0.7802544667880746,0.6552522680259057,0.5483870967741935,0.25,0.5405405405405406,0.9425536728482731,1
321,java/org/apache/naming/NamingContext.java,0.9870944722030632,0.24999229208585366,0.0,0.0625,0.08108108108108109,0.9390907601817334,1
322,java/org/apache/jasper/JspC.java,0.9999999999999997,0.08988691301665429,0.12903225806451613,0.037037037037037035,0.05405405405405406,0.9999999999999999,1
323,java/org/apache/tomcat/util/net/NioBlockingSelector.java,0.9999999999999998,0.21022325479627257,0.6129032258064516,0.03571428571428571,0.08108108108108109,0.9999999999999999,1
324,java/org/apache/catalina/valves/JDBCAccessLogValve.java,0.9325146245573156,0.1828656317147642,0.5806451612903225,0.08333333333333333,0.10810810810810811,0.9820540783638041,1
325,java/org/apache/catalina/authenticator/NonLoginAuthenticator.java,0.9102774914588814,0.49560796257984585,0.0,0.25,0.05405405405405406,0.9880951028557984,1
326,java/javax/el/ExpressionFactory.java,0.7237941971723237,0.17601182195788664,0.5483870967741935,0.043478260869565216,0.05405405405405406,0.9323769778094709,1
327,java/org/apache/jasper/compiler/JDTCompiler.java,0.9999999999999998,0.5829101857501185,0.3548387096774194,0.016666666666666666,0.02702702702702703,1.0,1
328,java/org/apache/catalina/valves/CometConnectionManagerValve.java,0.9999999999999998,0.676457835853633,0.8709677419354839,0.5,0.10810810810810811,0.9717574715147195,1
329,java/org/apache/catalina/startup/HostConfig.java,0.9999999999999997,0.15986466268726474,0.3225806451612903,0.14285714285714285,0.35135135135135137,0.9325768769629118,1
330,java/org/apache/catalina/users/MemoryUserDatabase.java,0.6821767114062233,0.27934179526328595,0.5806451612903225,0.041666666666666664,0.10810810810810811,0.9390039034497976,1
331,java/org/apache/jasper/compiler/JspUtil.java,0.9861749525008652,0.7062246555798163,0.22580645161290322,0.2,0.1891891891891892,0.9373538967120438,1
332,java/org/apache/catalina/startup/Catalina.java,0.24453281244077987,0.2779478103188062,0.25806451612903225,0.07142857142857142,0.2702702702702703,0.8943151664926756,1
333,modules/jdbc-pool/src/main/java/org/apache/tomcat/jdbc/pool/PoolProperties.java,0.5377308607935958,0.13561779431728094,0.45161290322580644,0.16666666666666666,0.10810810810810811,0.8720927082480764,1
334,java/org/apache/catalina/filters/ExpiresFilter.java,0.9631028879915655,0.0597437954668118,0.0,0.05,0.05405405405405406,0.9026154812669371,1
335,java/org/apache/jasper/compiler/JDTCompiler.java,0.9999999999999998,0.32707096292303933,0.0,1.0,0.05405405405405406,1.0,1
336,java/org/apache/catalina/mbeans/MBeanDumper.java,0.5273333147243652,0.11193774038414939,0.0,1.0,0.02702702702702703,0.8790458448220286,1
337,java/org/apache/catalina/startup/ContextConfig.java,0.9732944907559689,0.2738430311966051,0.0,0.5,0.8108108108108109,1.0,1
338,java/org/apache/el/lang/ELSupport.java,0.9999999999999998,0.15701660136516263,0.0,0.038461538461538464,0.08108108108108109,1.0,1
338,test/org/apache/el/lang/TestELSupport.java,0.8477846601140381,0.0,0.0,0.0,0.0,0.7754026826154199,1
339,java/org/apache/catalina/core/StandardServer.java,0.6140679648323712,0.2188315796771998,0.0,0.07142857142857142,0.10810810810810811,0.9580585616132878,1
339,java/org/apache/catalina/util/ExtensionValidator.java,0.7982232254406002,0.0766314021816637,0.0,0.043478260869565216,0.10810810810810811,0.9817640546199738,1
340,java/org/apache/coyote/ajp/AbstractAjpProcessor.java,0.9999999999999998,0.17575241016284157,0.0,0.16666666666666666,0.08108108108108109,0.9573093525827844,1
341,java/org/apache/catalina/mbeans/MBeanDumper.java,0.8413681190610639,0.0,0.0,0.0,0.0,0.9334370457945923,1
342,java/org/apache/catalina/core/StandardHostValve.java,0.5104117908883649,0.005696672613126944,0.0,0.25,0.13513513513513514,0.9515487014601994,1
343,java/org/apache/catalina/connector/OutputBuffer.java,0.9999999999999997,0.3962868692390212,0.0,0.3333333333333333,0.10810810810810811,0.9873439380226772,1
343,java/org/apache/catalina/connector/Response.java,0.6272941635759325,0.3146425564754251,0.25806451612903225,0.2,0.21621621621621623,0.9731649261203967,1
343,test/org/apache/catalina/connector/TestOutputBuffer.java,0.25040510717192227,0.0,0.0,0.0,0.0,0.9339804719335221,1
344,java/org/apache/catalina/core/StandardEngine.java,0.43020872864316245,0.1462018696001333,0.0,0.043478260869565216,0.08108108108108109,0.9042009273140035,1
