report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,dnn_relevancy_score,match
1,java/org/apache/jasper/compiler/PageInfo.java,0.5120941934943927,0.36841304028346605,0.0,0.0625,0.09302325581395349,0.9573830562159144,1
1,java/org/apache/jasper/compiler/Validator.java,0.5385744371128633,0.23797283653710263,0.0,0.3333333333333333,0.23255813953488372,0.999571265921227,1
2,java/org/apache/jasper/compiler/ELParser.java,0.003515079339049207,0.3010226079328349,0.0,0.009259259259259259,0.023255813953488372,0.9490975018817802,1
2,test/org/apache/jasper/compiler/TestELParser.java,0.9999999999999997,0.0,0.0,0.0,0.0,0.7254144088395541,1
3,java/org/apache/catalina/loader/WebappClassLoader.java,0.8550448540175476,0.14264996627431972,0.0,0.25,0.627906976744186,0.9725547075992045,1
4,java/org/apache/tomcat/websocket/server/UpgradeUtil.java,0.3906553049267302,0.0,0.0,0.0,0.0,0.8834699513419446,1
5,java/org/apache/jasper/runtime/PageContextImpl.java,0.6819216129932054,0.3834431464455647,0.0,0.3333333333333333,0.11627906976744186,0.976324057747012,1
5,test/org/apache/jasper/runtime/TestPageContextImpl.java,0.9999999999999998,0.3226636260627399,0.0,0.05263157894736842,0.023255813953488372,0.6529831600084449,1
6,java/org/apache/tomcat/util/net/SocketWrapper.java,0.4746013789182239,0.0,0.0,0.0,0.0,0.8129319518637409,1
8,java/org/apache/catalina/valves/AccessLogValve.java,0.6535292172468026,0.8464930261683323,0.38888888888888884,0.14285714285714285,0.37209302325581395,0.9648872427767294,1
9,java/org/apache/coyote/AbstractProtocol.java,0.1920340147642553,0.060235962802399644,0.0,0.0625,0.06976744186046512,0.9658034021185158,1
9,java/org/apache/coyote/http11/upgrade/AbstractProcessor.java,0.37486368741317083,0.061469432001274624,0.0,0.14285714285714285,0.023255813953488372,0.9393980090977878,1
9,java/org/apache/coyote/http11/upgrade/AbstractServletOutputStream.java,0.7371949101740535,0.0,0.0,0.0,0.0,0.9934615928721859,1
9,java/org/apache/coyote/http11/upgrade/AprServletOutputStream.java,0.12593053622503805,0.0,0.0,0.0,0.0,0.9356109249281939,1
9,java/org/apache/coyote/http11/upgrade/BioServletOutputStream.java,0.18125219267950626,0.0,0.0,0.0,0.0,0.833609667776465,1
9,java/org/apache/coyote/http11/upgrade/NioServletOutputStream.java,0.11221846372226381,0.07703105738184263,0.0,0.14285714285714285,0.023255813953488372,0.8962319264115922,1
10,java/org/apache/coyote/http11/Http11NioProcessor.java,0.534601932968452,0.14361219100575517,0.0,0.05555555555555555,0.27906976744186046,0.9032083910563063,1
11,java/org/apache/tomcat/util/descriptor/XmlErrorHandler.java,0.9523061517241358,0.0,0.41666666666666663,0.0,0.0,0.9468873355995927,1
12,java/org/apache/catalina/loader/WebappClassLoader.java,0.4942537891139253,0.0691610926125284,0.0,1.0,0.6511627906976745,0.9526996804148156,1
13,test/org/apache/catalina/authenticator/TestSSOnonLoginAndBasicAuthenticator.java,0.9999999999999997,0.0,1.0,0.0,0.0,0.9652082010865705,1
13,test/org/apache/catalina/startup/TesterServletEncodeUrl.java,0.02548936555329769,0.0,0.0,0.0,0.0,0.621447976978828,1
14,java/org/apache/catalina/core/ContainerBase.java,0.2158037080294304,0.12616730602292117,0.0,0.05,0.20930232558139533,0.8737062101826549,1
14,java/org/apache/catalina/ha/deploy/FarmWarDeployer.java,0.8459732477425709,0.28240192481638593,0.0,0.02702702702702703,0.13953488372093023,0.9973996451853787,1
14,java/org/apache/catalina/manager/HTMLManagerServlet.java,0.5845279728659776,0.11542504563663902,0.0,0.16666666666666666,0.4418604651162791,0.9244794415240132,1
14,java/org/apache/catalina/mbeans/MBeanUtils.java,0.11498495010574927,0.0469069965702113,0.0,0.02,0.046511627906976744,0.9011293801674518,1
14,java/org/apache/catalina/startup/FailedContext.java,0.29851503239345223,0.049312485062427525,0.0,0.07692307692307693,0.023255813953488372,0.9039345279063389,1
14,java/org/apache/catalina/startup/HostConfig.java,0.6910772547500578,0.20575334024686398,0.0,0.041666666666666664,0.3488372093023256,0.9911937837536665,1
14,java/org/apache/catalina/util/ContextName.java,0.41131943782200087,0.26966257954748796,0.0,0.5,0.023255813953488372,0.9194769714105779,1
14,test/org/apache/catalina/startup/TestHostConfigAutomaticDeployment.java,0.7157137307101208,0.0,0.0,0.0,0.0,0.8756028394435748,1
14,test/org/apache/catalina/util/TestContextName.java,0.3146295189037023,0.26966257954748796,0.0,0.5,0.023255813953488372,0.8131594975847211,1
15,java/org/apache/catalina/util/ContextName.java,0.3695040735029236,0.0,0.0,0.0,0.0,0.7842626188480967,1
15,test/org/apache/catalina/util/TestContextName.java,0.4592268106991746,0.0,0.0,0.0,0.0,0.6879594721924395,1
16,java/org/apache/coyote/Response.java,0.08849483143224689,0.0662527545790938,0.0,0.14285714285714285,0.046511627906976744,0.953644187371353,1
18,java/org/apache/jasper/compiler/JspRuntimeContext.java,0.909523325229326,0.3654221354384818,0.0,0.02,0.09302325581395349,0.9999999999999999,1
19,java/org/apache/catalina/filters/RemoteIpFilter.java,0.8640996828356666,0.024176858066071037,0.0,0.09090909090909091,0.13953488372093023,0.8580717706358526,1
19,java/org/apache/catalina/valves/RemoteIpValve.java,0.8898575733375759,0.026308923811478684,0.0,0.2,0.16279069767441862,0.9250173008145041,1
20,java/org/apache/catalina/startup/ContextConfig.java,0.4849407562570949,0.32502944317314675,0.0,0.25,0.9767441860465116,0.9720049466511913,1
20,java/org/apache/jasper/servlet/JspCServletContext.java,0.07034649746893162,0.06035303933929689,0.0,0.2,0.06976744186046512,0.9228105027788777,1
21,java/org/apache/tomcat/websocket/WsWebSocketContainer.java,0.8502652998539474,0.07464600758343974,0.0,0.2,0.09302325581395349,0.9779394541644246,1
22,java/org/apache/catalina/authenticator/SpnegoAuthenticator.java,0.9999999999999998,0.5356781921749709,0.0,0.5,0.09302325581395349,0.9971777597148878,1
23,java/org/apache/catalina/connector/OutputBuffer.java,0.5303686606148164,0.4688394081131123,0.0,0.043478260869565216,0.11627906976744186,0.9835681094235833,1
23,java/org/apache/tomcat/util/buf/ByteChunk.java,0.43895611203909685,0.06663288220681668,0.0,0.02,0.023255813953488372,0.9543352059133373,1
25,java/org/apache/catalina/connector/Request.java,0.5247895899891565,0.12214624644190782,0.0,0.25,0.46511627906976744,0.9341729746651507,1
26,java/org/apache/catalina/users/MemoryUserDatabase.java,0.3312768904642051,0.09972355724566052,0.0,0.045454545454545456,0.11627906976744186,0.941097585064155,1
27,java/org/apache/catalina/realm/JNDIRealm.java,1.0,0.5454209883627125,0.25,0.25,0.3488372093023256,0.921724071677951,1
29,java/org/apache/catalina/connector/CoyoteAdapter.java,0.20818848768805379,0.13823760294385984,0.0,0.1,0.3488372093023256,0.9522570249858961,1
29,java/org/apache/coyote/ActionCode.java,0.4662449581400144,0.05767661263442157,0.0,0.02040816326530612,0.023255813953488372,0.9642619200377727,1
29,java/org/apache/coyote/ajp/AbstractAjpProcessor.java,0.2660823703036476,0.14033863726701926,0.0,0.25,0.16279069767441862,0.9711621444511417,1
29,java/org/apache/coyote/http11/AbstractHttp11Processor.java,0.2731441079856243,0.12442149363861846,0.0,0.2,0.20930232558139533,0.9604931112196029,1
29,test/org/apache/coyote/http11/TestAbstractHttp11Processor.java,0.6290755162788729,0.05550037267397588,0.0,0.05263157894736842,0.046511627906976744,0.8388426999628043,1
30,java/org/apache/catalina/authenticator/SpnegoAuthenticator.java,0.9999999999999998,0.3915717912709601,0.0,0.3333333333333333,0.06976744186046512,0.9725452863302292,1
31,java/org/apache/tomcat/util/net/AprEndpoint.java,0.9229282810239959,0.3860362658239011,0.0,0.09090909090909091,0.4418604651162791,0.9118296755871078,1
32,java/org/apache/jasper/compiler/Validator.java,0.4955345193165947,0.1354081313990263,0.0,0.16666666666666666,0.20930232558139533,1.0,1
32,java/org/apache/jasper/runtime/PageContextImpl.java,0.5877517345164364,0.1275120652384755,0.0,0.06666666666666667,0.09302325581395349,0.9531360439044998,1
32,test/org/apache/jasper/compiler/TestParser.java,0.6978929512584092,0.0,0.0,0.0,0.0,0.8642655486498374,1
32,test/org/apache/jasper/compiler/TesterValidator.java,0.4997390903769054,0.0,0.0,0.0,0.0,0.6961750879560132,1
33,java/org/apache/tomcat/websocket/server/Constants.java,0.06278500272617615,0.0,0.0,0.0,0.0,0.904736781051464,1
33,java/org/apache/tomcat/websocket/server/WsContextListener.java,0.0,0.0,0.0,0.0,0.0,0.9471377984620839,1
33,java/org/apache/tomcat/websocket/server/WsHttpUpgradeHandler.java,0.22017503215289025,0.06900854821688959,0.0,0.2,0.023255813953488372,0.973999950724416,1
33,java/org/apache/tomcat/websocket/server/WsRemoteEndpointImplServer.java,0.5690331839025062,0.2261741248626811,0.0,0.25,0.046511627906976744,0.9671107590246865,1
33,java/org/apache/tomcat/websocket/server/WsServerContainer.java,0.1362835242852539,0.0794221420421357,0.0,0.3333333333333333,0.11627906976744186,0.9660517888847632,1
33,java/org/apache/tomcat/websocket/server/WsWriteTimeout.java,0.2030012749815201,0.0,0.0,0.0,0.0,0.9177576302539726,1
34,java/org/apache/jasper/compiler/TagLibraryInfoImpl.java,0.9946531919052976,0.5688407669511057,0.0,0.025,0.09302325581395349,0.9316099594319107,1
35,java/org/apache/catalina/loader/WebappClassLoader.java,0.9888775355908501,0.41871240470344034,0.4722222222222222,0.25,0.6046511627906976,0.9679881455298686,1
36,java/javax/el/ArrayELResolver.java,0.6769845198031168,0.0,0.41666666666666663,0.0,0.0,0.8838474538485798,1
36,java/javax/el/Util.java,0.23958921705741473,0.0,0.0,0.0,0.0,0.948686700070481,1
36,test/javax/el/TestArrayELResolver.java,0.9999999999999996,0.0,0.0,0.0,0.0,0.8538632263299963,1
37,java/org/apache/tomcat/websocket/Util.java,0.8611631057697258,0.2553849010180997,0.0,1.0,0.023255813953488372,0.9785663932107291,1
37,java/org/apache/tomcat/websocket/WsSession.java,0.5458515996140074,0.17052943919412886,0.0,0.25,0.06976744186046512,0.9973901368502861,1
38,java/org/apache/tomcat/websocket/Util.java,0.9676390106324818,0.0,0.1111111111111111,0.0,0.0,0.8250621967333233,1
38,test/org/apache/tomcat/websocket/TestUtil.java,0.1294778237152217,0.0,0.0,0.0,0.0,0.6300969963613561,1
38,test/org/apache/tomcat/websocket/pojo/TestEncodingDecoding.java,0.37996522581351816,0.17962109476825278,0.0,0.2,0.06976744186046512,0.8506501197098753,1
