report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,dnn_relevancy_score,match
213,java/org/apache/catalina/startup/RealmRuleSet.java,0.9999999999999998,0.0,0.0,0.0,0.0,0.9691730848176162,1
214,java/javax/servlet/http/HttpServlet.java,0.9999999999999998,0.03506328240466534,0.0,0.03125,0.10526315789473684,0.9684298788547417,1
215,test/org/apache/catalina/startup/SimpleHttpClient.java,0.1573242636058145,0.054473055484747956,0.0,0.07142857142857142,0.05263157894736842,0.7181653395365961,1
216,java/org/apache/catalina/core/AsyncContextImpl.java,0.9999999999999998,0.20704144393313012,0.0,1.0,0.10526315789473684,0.9666094090065607,1
217,java/org/apache/catalina/core/AsyncContextImpl.java,0.5381308509321816,0.22469643972653486,0.0,0.04,0.07894736842105263,0.9231203435378998,1
217,java/org/apache/catalina/core/StandardHostValve.java,0.4160748793919691,0.05243522936458416,0.0,0.1,0.15789473684210525,0.8869840889212295,1
217,java/org/apache/coyote/AsyncStateMachine.java,0.6187639407123957,0.22150013430590967,0.0,0.04,0.02631578947368421,0.938632146324943,1
217,test/org/apache/catalina/core/TestAsyncContextImpl.java,0.7744379604312648,0.175795414020245,0.0,0.14285714285714285,0.15789473684210525,0.8069166111193695,1
218,java/org/apache/catalina/websocket/WsOutbound.java,0.7757192888916131,0.0,0.3225806451612903,0.0,0.0,0.969792831554492,1
219,java/org/apache/catalina/core/NamingContextListener.java,0.7244077902646185,0.09327579391905443,0.0,0.02631578947368421,0.02631578947368421,0.9474869473265138,1
219,test/org/apache/catalina/core/TestNamingContextListener.java,0.6704472993548167,0.0,0.0,0.0,0.0,0.928923676098935,1
220,java/org/apache/catalina/authenticator/SpnegoAuthenticator.java,0.9280286695205133,0.1559289254870836,0.0,0.05263157894736842,0.02631578947368421,0.9504034144282474,1
221,java/org/apache/catalina/deploy/WebXml.java,0.4894491720343477,0.03658687112893806,0.0,0.3333333333333333,0.07894736842105263,0.9727876630402547,1
221,test/org/apache/catalina/deploy/TestWebXmlOrdering.java,0.9999999999999998,0.0,0.0,0.0,0.0,0.9525174803461792,1
222,java/org/apache/coyote/http11/AbstractHttp11Processor.java,0.7992112143155856,0.04645311923500689,0.0,0.3333333333333333,0.15789473684210525,0.9659639318925621,1
223,java/org/apache/jasper/runtime/PageContextImpl.java,0.39044169785305183,0.048231514188254984,0.4838709677419355,0.3333333333333333,0.07894736842105263,0.9592252352825061,1
224,java/org/apache/catalina/servlets/CGIServlet.java,0.9999999999999998,0.23921197946586614,0.3225806451612903,0.06666666666666667,0.2631578947368421,1.0,1
225,java/org/apache/coyote/AbstractProtocol.java,0.36480635817718937,0.055696635040697134,0.0,0.2,0.05263157894736842,0.9517646811777078,1
226,java/org/apache/jasper/compiler/Generator.java,0.7974950244839082,0.24083177692454233,0.29032258064516125,0.2,0.47368421052631576,0.9845142235696195,1
227,java/org/apache/jasper/compiler/Compiler.java,0.3433374249999391,0.1298257945057087,0.0,0.3333333333333333,0.21052631578947367,1.0,1
227,java/org/apache/jasper/compiler/PageInfo.java,0.2293693078963261,0.05704104387889106,0.0,0.023255813953488372,0.07894736842105263,0.9272880747010467,1
227,java/org/apache/jasper/compiler/TagPluginManager.java,0.5626111987847272,0.05015023779433865,0.0,0.0196078431372549,0.02631578947368421,0.9609361520839362,1
227,java/org/apache/jasper/compiler/tagplugin/TagPluginContext.java,0.5755409607466513,0.03327647181829746,0.0,0.027777777777777776,0.02631578947368421,0.9612104177888555,1
227,java/org/apache/jasper/tagplugins/jstl/core/Set.java,0.5619617482397666,0.0,0.0967741935483871,0.0,0.0,0.8476926364110726,1
228,java/org/apache/catalina/tribes/group/interceptors/TcpFailureDetector.java,0.9999999999999998,0.011495755827597575,0.5806451612903225,0.027777777777777776,0.02631578947368421,0.9986674915841576,1
229,java/org/apache/coyote/ajp/AbstractAjpProcessor.java,0.9999999999999998,0.09878647504296291,0.0,0.1111111111111111,0.10526315789473684,0.9729800303580284,1
230,java/org/apache/catalina/valves/AccessLogValve.java,0.9999999999999996,0.34091294766678265,0.45161290322580644,0.09090909090909091,0.3421052631578947,0.9683156737268299,1
231,java/org/apache/jasper/compiler/JspReader.java,0.6263822264555303,0.07539317005440438,0.0,0.3333333333333333,0.05263157894736842,0.9527950449588237,1
231,test/org/apache/jasper/compiler/TestJspReader.java,0.6339254917662577,0.0,0.0,0.0,0.0,0.8595639471671535,1
232,java/org/apache/naming/resources/BaseDirContext.java,0.8988680321629418,0.10373363703372937,0.0,0.25,0.10526315789473684,0.876288809984225,1
232,java/org/apache/naming/resources/FileDirContext.java,0.4931887300115218,0.06273592812121424,0.0,0.5,0.15789473684210525,0.8869733848477399,1
232,java/org/apache/naming/resources/WARDirContext.java,0.5500755182894269,0.07447710234757869,0.0,0.05263157894736842,0.15789473684210525,0.8909397178213029,1
233,java/org/apache/catalina/startup/Tomcat.java,0.4739665142007462,0.19946907827302313,0.1935483870967742,0.2,0.3157894736842105,0.9834886943655201,1
234,java/org/apache/catalina/Host.java,0.470076969575822,0.011112097771814518,0.0,0.043478260869565216,0.05263157894736842,0.9382829629660581,1
234,java/org/apache/catalina/core/StandardHost.java,0.54714829352498,0.03040608318767051,0.0,0.043478260869565216,0.13157894736842105,0.936338392807316,1
234,java/org/apache/catalina/startup/HostConfig.java,0.6283932365310723,0.03943731336836584,0.0,1.0,0.3684210526315789,0.9331876410126952,1
235,java/org/apache/jasper/compiler/JspReader.java,0.8351618938826754,0.05612175491366004,0.29032258064516125,0.029411764705882353,0.02631578947368421,0.8810749732925718,1
235,java/org/apache/jasper/compiler/Mark.java,0.7422121717082216,0.0,0.0,0.0,0.0,0.8401102504331179,1
236,java/org/apache/catalina/websocket/StreamInbound.java,0.9999999999999998,0.03874483610172108,0.4193548387096774,0.2,0.05263157894736842,0.9967826179073574,1
237,java/org/apache/catalina/realm/RealmBase.java,0.604815131166548,0.02453139589739332,0.0,0.125,0.23684210526315788,0.9428967069634797,1
238,java/org/apache/naming/resources/FileDirContext.java,0.9081701174297488,0.05983164761973434,0.45161290322580644,0.05263157894736842,0.13157894736842105,0.8937974939584014,1
239,java/org/apache/catalina/manager/HTMLManagerServlet.java,0.7748367454751673,0.11545313535307938,0.0,0.06666666666666667,0.42105263157894735,0.9774575996269776,1
240,java/org/apache/coyote/http11/filters/ChunkedInputFilter.java,0.8262901494936798,0.08295047947909744,0.0,0.017241379310344827,0.02631578947368421,0.919730211627917,1
240,java/org/apache/tomcat/util/buf/HexUtils.java,0.22107409447945803,0.0,0.0,0.0,0.0,0.8978996102684164,1
240,test/org/apache/tomcat/util/buf/TestHexUtils.java,0.038742865228044356,0.0,0.0,0.0,0.0,0.6970498848698742,1
241,java/org/apache/catalina/startup/ContextConfig.java,0.47576576395821574,0.2942665110048438,0.0,1.0,0.9473684210526315,0.9522763859530607,1
242,java/org/apache/catalina/core/ApplicationFilterRegistration.java,1.0,0.19242867760375046,0.0,0.034482758620689655,0.02631578947368421,0.9629790702540033,1
243,java/org/apache/coyote/http11/filters/FlushableGZIPOutputStream.java,0.9999999999999998,0.14758845531969741,0.0,0.03225806451612903,0.02631578947368421,0.9143429900566951,1
244,java/org/apache/catalina/startup/Constants.java,0.4806226039162213,0.0,0.0,0.0,0.0,0.838177441756623,1
244,java/org/apache/catalina/startup/ContextConfig.java,0.47781704394560615,0.2077064031493957,0.0,0.5,0.9210526315789473,0.9093659099381766,1
244,java/org/apache/catalina/startup/TldConfig.java,0.9086140647911888,0.25084942436017443,0.0,0.0625,0.21052631578947367,1.0,1
244,java/org/apache/jasper/Constants.java,0.8047329099787103,0.057508315349018055,0.0,0.06666666666666667,0.10526315789473684,0.9469073230261067,1
244,java/org/apache/jasper/compiler/TldLocationsCache.java,0.9301760966358013,0.2116706330772074,0.0,0.0625,0.10526315789473684,0.972917711993651,1
245,java/org/apache/coyote/http11/AbstractHttp11Processor.java,0.7039237930887866,0.20300010011437375,0.0,0.25,0.13157894736842105,0.9120563499854789,1
