report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,dnn_relevancy_score,match
637,webapps/examples/WEB-INF/classes/compressionFilters/CompressionResponseStream.java,0.5709168979502192,0.17389613837457452,0.0,0.0196078431372549,0.043478260869565216,0.8739667773994589,1
638,java/org/apache/catalina/connector/Connector.java,0.5195051008330701,0.18881665181433127,0.3333333333333333,0.25,0.17391304347826086,0.9554552907263856,1
639,java/org/apache/catalina/startup/ContextConfig.java,0.8768268887463421,0.17887709842181215,0.48148148148148145,0.3333333333333333,0.4782608695652174,0.9860833619427768,1
640,java/org/apache/catalina/connector/Response.java,0.264916461693217,0.16541618964828184,0.2962962962962963,0.3333333333333333,0.21739130434782608,0.9198692954295086,1
641,java/org/apache/catalina/core/ContainerBase.java,0.5228740221388517,0.04119928126162542,0.0,0.3333333333333333,0.17391304347826086,0.9281436110090773,1
642,java/org/apache/catalina/connector/CoyoteAdapter.java,0.35614278826090123,0.0795138497257734,0.0,0.3333333333333333,0.2608695652173913,0.938642006144996,1
642,java/org/apache/catalina/connector/MapperListener.java,0.18016604564564836,0.13627634143908643,0.0,0.3333333333333333,0.13043478260869565,0.904077954503747,1
642,java/org/apache/catalina/connector/Request.java,0.34527427760165846,0.03925856757531145,0.0,0.3333333333333333,0.43478260869565216,0.9324387930271039,1
642,java/org/apache/tomcat/util/http/mapper/Mapper.java,0.03843539007409168,0.030444409206091406,0.0,0.1111111111111111,0.21739130434782608,0.9115654354515074,1
643,java/org/apache/catalina/core/ApplicationSessionCookieConfig.java,0.5181202502402732,0.01568750232607334,0.0,0.5,0.08695652173913043,0.9268883430420644,1
644,java/org/apache/catalina/core/StandardContext.java,0.4449709788069733,0.15485772870118106,0.0,0.3333333333333333,0.9565217391304348,0.9165793124617136,1
645,java/org/apache/catalina/filters/CsrfPreventionFilter.java,0.15569482928561054,0.0,0.0,0.0,0.0,0.9088388268698603,1
645,java/org/apache/catalina/manager/HTMLManagerServlet.java,0.6209689322457081,0.1932440002300344,0.0,1.0,0.4782608695652174,0.975588993845686,1
646,java/org/apache/catalina/filters/RemoteIpFilter.java,0.7741359806380218,0.5084179900097748,0.0,0.25,0.13043478260869565,0.9669516862587589,1
646,java/org/apache/catalina/valves/RemoteIpValve.java,0.9999999999999998,0.4794182090993356,0.48148148148148145,0.25,0.17391304347826086,1.0,1
647,java/org/apache/catalina/ha/session/DeltaManager.java,0.9999999999999998,0.38956051114984613,0.0,0.5,0.34782608695652173,0.9728178602467591,1
647,java/org/apache/catalina/ha/session/SessionMessage.java,0.6501817965776083,0.0,0.0,0.0,0.0,0.9306298018578877,1
647,java/org/apache/catalina/ha/session/SessionMessageImpl.java,0.4934921243513358,0.014271942994947854,0.0,0.125,0.043478260869565216,0.979309984037753,1
648,java/org/apache/catalina/ha/authenticator/ClusterSingleSignOn.java,0.3002017074124227,0.05664409592863684,0.0,0.125,0.043478260869565216,0.9026106371018842,1
648,java/org/apache/catalina/ha/authenticator/ClusterSingleSignOnListener.java,0.221031063994419,0.04100706002344281,0.0,0.3333333333333333,0.043478260869565216,0.8688474449448077,1
648,java/org/apache/catalina/ha/session/ClusterSessionListener.java,0.21585761881253,0.04100706002344281,0.0,0.3333333333333333,0.043478260869565216,0.8550954379354765,1
649,java/org/apache/catalina/core/StandardContext.java,0.35999649446993304,0.02453139589739332,0.0,1.0,0.7826086956521738,0.9039895075208673,1
649,java/org/apache/catalina/loader/WebappClassLoader.java,0.634101686735343,0.10512057800365032,0.0,1.0,0.43478260869565216,0.9309290315270733,1
649,java/org/apache/catalina/loader/WebappLoader.java,0.17997504024668196,0.07539055996998124,0.0,1.0,0.13043478260869565,0.8669984306813557,1
650,java/org/apache/catalina/ha/session/BackupManager.java,0.46833912996749494,0.09755794776650244,0.0,0.5,0.17391304347826086,1.0,1
650,java/org/apache/catalina/ha/session/DeltaManager.java,0.5016083428557273,0.15660480780982325,0.0,0.5,0.30434782608695654,0.9179056294802405,1
650,java/org/apache/catalina/session/PersistentManagerBase.java,0.9740250878197698,0.2317465704082104,0.0,0.14285714285714285,0.08695652173913043,0.9385084573317344,1
651,java/org/apache/catalina/connector/MapperListener.java,0.359322920691681,0.039266800376029705,0.0,0.07142857142857142,0.08695652173913043,0.8777766569855958,1
652,java/org/apache/catalina/Globals.java,0.1052815630532157,0.04642927873353422,0.0,0.3333333333333333,0.08695652173913043,0.9580998490650463,1
652,java/org/apache/catalina/connector/CoyoteAdapter.java,0.3325889840752272,0.0860900201545604,0.0,0.14285714285714285,0.21739130434782608,0.9352195545889479,1
652,java/org/apache/catalina/connector/Request.java,0.4730788382002774,0.06240835305661635,0.0,0.5,0.3913043478260869,0.9435363522468498,1
652,java/org/apache/catalina/connector/Response.java,0.41913879514052466,0.024611887043668002,0.0,0.14285714285714285,0.17391304347826086,0.9454520457256296,1
652,java/org/apache/catalina/core/ApplicationSessionCookieConfig.java,0.4233559226656905,0.10371551133313002,0.0,0.5,0.043478260869565216,0.965364503012105,1
652,java/org/apache/catalina/realm/RealmBase.java,0.11652104461712126,0.046321052345479896,0.0,0.5,0.21739130434782608,0.9386301787006774,1
